Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
58,Male,Divorced,High School,Self-employed,50002.68,107064.36,Car,587,9,0,0
39,Male,Widowed,Master,Retired,1437671.27,6954796.49,Education,393,4,6,0
67,Female,Widowed,Master,Employed,3097787.36,12726736.07,Other,439,8,5,0
39,Female,Divorced,High School,Employed,305745.73,915441.06,Car,663,9,1,0
26,Female,Divorced,Bachelor,Self-employed,172450.12,548275.28,Education,565,3,1,0
42,Female,Married,High School,Employed,110445.61,537302.21,Home,546,6,0,0
18,Female,Single,High School,Employed,87706.34,62544.6,Education,767,1,1,1
69,Female,Widowed,High School,Employed,103186.42,70423.14,Home,690,0,0,0
43,Male,Widowed,Bachelor,Student,105935.29,418699.47,Car,703,2,1,0
51,Female,Married,Bachelor,Employed,375225.77,469546.16,Education,657,0,0,1
18,Female,Single,High School,Employed,207318.88,510646.17,Business,300,9,8,0
40,Male,Widowed,Other,Self-employed,214817.34,880839.78,Education,575,7,3,0
69,Male,Single,Bachelor,Student,1114319.79,394464.1,Business,601,4,0,1
45,Male,Married,Master,Employed,322125.26,140102.16,Education,731,8,1,1
19,Female,Divorced,Other,Student,128757.58,253531.55,Personal,810,6,0,1
37,Female,Widowed,Other,Employed,179752.76,261353.97,Other,507,9,0,0
23,Female,Single,Other,Employed,623073.66,3051124.29,Personal,605,3,0,0
20,Female,Widowed,Bachelor,Employed,128716.99,317531.24,Home,447,9,5,0
39,Male,Divorced,Master,Employed,97018.34,292729.78,Education,364,8,5,0
52,Female,Divorced,Master,Student,990785.51,1397275.01,Other,300,9,8,0
50,Male,Divorced,High School,Employed,1104287.31,3268060.05,Other,589,1,2,1
39,Female,Divorced,Master,Employed,889978.56,1718031.1,Home,300,6,0,1
26,Female,Married,Master,Employed,397629.41,1905498.56,Education,489,5,5,0
38,Female,Widowed,Bachelor,Self-employed,3373396.05,7511550.32,Personal,442,8,9,0
36,Male,Married,Other,Employed,754880.11,2344000.32,Business,650,3,0,0
64,Male,Single,High School,Employed,1501123.09,251217.78,Home,436,4,1,1
57,Male,Married,High School,Employed,256266.4,559014.52,Personal,418,1,6,0
36,Male,Single,High School,Self-employed,485257.2,722156.53,Car,732,5,1,0
63,Female,Divorced,High School,Employed,191408.62,742022.0,Business,535,8,0,0
60,Female,Divorced,Bachelor,Employed,943796.86,3949649.59,Car,574,4,1,0
39,Male,Divorced,PhD,Employed,1858512.27,5639362.69,Other,410,6,5,0
55,Female,Married,PhD,Unemployed,1021685.98,1404981.01,Business,337,4,0,1
27,Female,Widowed,Other,Employed,3837360.66,14425427.44,Education,666,3,0,0
59,Male,Married,Master,Self-employed,588948.93,1088814.19,Education,434,6,4,0
53,Female,Married,High School,Employed,919185.57,1774256.91,Other,449,0,4,0
58,Male,Married,Bachelor,Self-employed,2609777.89,8917636.71,Car,700,5,0,1
64,Female,Widowed,PhD,Employed,1112399.64,1088306.12,Other,681,6,0,1
54,Male,Widowed,Bachelor,Employed,1458048.94,3824715.22,Home,388,0,9,0
68,Male,Married,Bachelor,Self-employed,152070.05,279189.89,Personal,357,8,9,0
64,Male,Divorced,High School,Unemployed,302716.26,377667.75,Business,340,8,0,0
50,Female,Widowed,Bachelor,Employed,603642.78,2120298.93,Education,686,1,0,1
46,Male,Single,PhD,Unemployed,580735.18,386440.79,Business,583,6,0,1
43,Male,Divorced,Bachelor,Employed,529102.14,349207.56,Business,690,6,0,1
32,Male,Widowed,Master,Employed,2952633.43,3505697.87,Car,633,7,2,1
68,Male,Married,High School,Student,89896.51,134754.24,Education,592,2,2,0
57,Male,Single,Bachelor,Employed,53701.53,79280.73,Car,414,5,8,0
57,Male,Single,Bachelor,Employed,4316200.68,1839423.01,Personal,656,1,0,1
31,Male,Widowed,High School,Employed,277994.72,121399.47,Other,503,3,0,1
48,Male,Divorced,Bachelor,Self-employed,1307679.5,184359.32,Education,389,1,7,0
25,Male,Single,Bachelor,Self-employed,355723.01,990816.13,Car,586,9,1,0
36,Male,Single,Bachelor,Student,870798.3,3254208.63,Other,393,5,9,0
20,Female,Single,Other,Unemployed,367532.9,1431203.69,Other,718,9,0,0
30,Male,Single,Other,Self-employed,1332064.81,2654057.57,Education,623,1,0,0
32,Female,Married,PhD,Student,652867.27,1935668.95,Car,373,6,1,0
49,Female,Single,High School,Employed,364035.49,1016306.63,Other,563,0,0,1
63,Female,Divorced,Master,Employed,136899.3,413023.27,Education,415,3,6,0
23,Female,Widowed,Master,Self-employed,1872348.49,7285207.95,Home,711,7,0,1
22,Male,Widowed,Master,Self-employed,910017.54,3917434.33,Home,731,7,0,1
46,Female,Married,Bachelor,Employed,373086.21,1256249.32,Education,300,5,3,0
20,Male,Married,Other,Self-employed,4945686.68,6346961.82,Car,322,0,2,0
69,Male,Widowed,High School,Unemployed,3036629.0,12939006.7,Business,473,4,2,0
53,Male,Married,High School,Employed,59819.95,251356.62,Home,640,4,1,0
42,Female,Widowed,Bachelor,Employed,68806.06,222090.74,Education,673,8,0,0
63,Female,Single,Other,Self-employed,276657.15,866153.37,Personal,648,4,2,0
37,Female,Divorced,PhD,Employed,3791696.68,9743213.71,Other,792,5,0,1
42,Female,Widowed,Bachelor,Unemployed,991397.72,1436448.3,Business,305,7,5,0
39,Female,Married,High School,Employed,721809.04,1674065.9,Other,821,1,1,0
37,Female,Single,PhD,Employed,4176478.96,11385423.65,Other,568,1,0,1
55,Female,Married,High School,Student,964106.98,467527.65,Home,707,5,1,1
37,Male,Widowed,High School,Self-employed,2890120.93,12792492.0,Other,662,7,0,0
40,Female,Single,Bachelor,Employed,187072.13,754450.23,Business,848,9,1,0
47,Male,Married,High School,Self-employed,90124.7,162475.44,Business,539,0,2,0
28,Female,Divorced,Other,Employed,1895783.98,4055970.08,Home,392,1,5,0
54,Female,Married,High School,Self-employed,1650270.05,7990659.04,Car,541,7,0,0
25,Male,Divorced,Master,Unemployed,137525.61,27581.04,Business,704,3,1,1
48,Female,Single,Bachelor,Employed,1788861.3,849265.09,Home,842,5,0,1
28,Male,Divorced,High School,Employed,669555.73,2704097.22,Car,375,7,7,0
40,Male,Married,Master,Employed,73032.25,171769.06,Home,438,7,1,0
26,Female,Widowed,Other,Retired,120343.32,216690.85,Car,540,6,3,0
33,Male,Widowed,Master,Student,1025840.99,2915374.84,Other,647,1,0,1
56,Female,Divorced,Bachelor,Retired,404529.15,1551769.83,Personal,369,0,0,0
43,Male,Widowed,High School,Employed,2742724.39,5687317.65,Home,773,5,1,1
20,Female,Married,High School,Student,136895.64,136335.07,Business,754,5,1,1
52,Female,Divorced,Bachelor,Retired,3773635.29,16907876.7,Business,455,4,3,0
42,Male,Married,PhD,Self-employed,56162.28,75143.19,Car,586,5,1,0
69,Male,Single,High School,Employed,1583075.15,1337758.63,Home,552,0,0,0
25,Male,Single,Bachelor,Employed,3470957.57,1028408.92,Car,460,9,6,1
35,Female,Divorced,PhD,Employed,530657.53,1883838.5,Business,814,1,0,1
38,Male,Married,Master,Unemployed,1677863.69,541475.56,Other,605,8,0,1
69,Male,Single,Master,Employed,180265.02,771464.3,Education,750,8,0,0
29,Male,Divorced,Bachelor,Employed,1406586.93,909788.44,Home,634,0,1,1
48,Female,Widowed,Bachelor,Employed,1755952.82,2214209.61,Personal,672,6,1,1
55,Male,Single,Bachelor,Employed,54611.11,226723.85,Car,558,7,0,0
36,Female,Widowed,Bachelor,Unemployed,940068.3,2845335.6,Personal,609,1,1,0
69,Male,Married,High School,Student,1503501.81,2194476.56,Other,424,0,8,0
36,Male,Single,Bachelor,Employed,210246.55,371266.42,Business,343,0,9,0
35,Female,Married,High School,Employed,4812404.8,13238512.72,Car,811,5,0,1
31,Male,Single,High School,Employed,394936.81,1806772.76,Personal,404,5,9,0
26,Female,Married,High School,Self-employed,1589733.32,6031374.48,Home,557,0,0,0
43,Female,Married,Bachelor,Employed,1358973.98,5836860.16,Car,466,6,0,0
42,Male,Married,Master,Self-employed,1440103.87,6778686.93,Car,572,0,0,0
63,Male,Widowed,Bachelor,Employed,778276.5,1732315.24,Business,390,4,5,0
66,Male,Married,High School,Student,61584.07,71914.96,Personal,308,4,2,0
20,Male,Widowed,Master,Employed,331653.2,944163.94,Personal,818,4,0,1
54,Female,Married,PhD,Employed,86375.03,423650.88,Car,418,1,0,0
28,Male,Married,Master,Unemployed,580167.98,351580.95,Business,344,5,9,0
47,Male,Married,Master,Employed,165314.78,802048.76,Car,537,6,0,1
39,Female,Married,High School,Employed,141910.08,441121.04,Car,439,5,9,0
38,Female,Single,Master,Employed,1546425.47,733864.43,Car,762,0,0,1
23,Female,Widowed,Bachelor,Self-employed,676622.36,673303.32,Personal,376,0,4,0
52,Female,Divorced,Bachelor,Employed,54011.05,185153.97,Business,342,1,9,0
23,Male,Divorced,High School,Employed,105052.8,348397.84,Car,834,6,0,0
32,Male,Divorced,Master,Employed,840546.37,3949359.7,Education,663,2,0,1
61,Male,Single,High School,Employed,2129668.53,6597653.48,Home,505,0,0,0
53,Male,Divorced,Other,Employed,335208.51,1143574.68,Education,661,3,0,0
49,Male,Widowed,Bachelor,Employed,2868338.72,8115960.15,Education,427,8,6,0
62,Female,Married,Bachelor,Employed,2354870.26,814904.54,Home,555,8,0,1
67,Female,Widowed,High School,Employed,1131999.27,2489768.7,Business,672,4,0,0
63,Female,Married,Bachelor,Self-employed,82072.63,317114.55,Personal,575,7,0,0
23,Male,Single,PhD,Unemployed,223559.12,65373.19,Other,399,0,3,0
21,Female,Widowed,High School,Unemployed,146812.78,166389.17,Education,691,0,0,0
59,Male,Married,Other,Employed,56300.1,172125.81,Business,632,8,0,0
27,Female,Single,Bachelor,Employed,879988.12,1048165.11,Personal,468,8,1,0
42,Male,Single,High School,Self-employed,1965133.91,7170261.68,Car,679,8,0,0
52,Female,Widowed,Master,Employed,801436.08,720325.66,Business,428,4,5,0
29,Female,Divorced,Master,Employed,58997.06,273857.87,Home,417,2,1,0
52,Male,Married,High School,Employed,57052.52,168757.75,Car,300,9,3,0
44,Male,Single,Master,Employed,1311739.91,1876195.78,Business,797,7,0,1
30,Male,Single,Master,Student,2310452.71,9351971.25,Education,423,4,7,0
29,Female,Widowed,Bachelor,Employed,187768.8,276161.95,Other,452,4,2,0
32,Female,Married,Bachelor,Self-employed,307690.89,829752.75,Car,388,4,6,0
23,Male,Widowed,Bachelor,Employed,246653.64,517431.79,Business,369,5,3,0
47,Male,Divorced,Master,Employed,303942.29,1068692.12,Business,376,5,3,0
56,Female,Single,High School,Employed,83415.03,273243.83,Personal,751,3,0,0
22,Female,Divorced,Master,Retired,102707.92,381658.5,Business,468,1,9,0
21,Male,Widowed,PhD,Student,4503289.52,17966813.44,Education,662,2,2,1
27,Male,Married,Master,Employed,358049.37,615270.2,Car,580,4,0,1
38,Male,Single,Bachelor,Self-employed,1811354.3,324924.26,Car,750,0,0,1
49,Male,Divorced,High School,Self-employed,193688.99,218977.2,Home,720,7,0,0
67,Male,Married,High School,Employed,1113391.24,4731631.54,Business,448,1,0,0
33,Male,Widowed,Bachelor,Unemployed,51260.15,5464.16,Business,457,9,9,0
58,Female,Divorced,Bachelor,Retired,1007954.0,1340873.65,Business,657,8,1,1
58,Male,Widowed,Bachelor,Employed,4929336.22,4923996.59,Business,626,8,0,1
53,Male,Widowed,Bachelor,Employed,111754.33,173226.7,Other,635,4,0,1
56,Male,Divorced,High School,Employed,500641.76,220297.91,Car,349,1,9,0
53,Female,Married,Bachelor,Unemployed,4807033.4,17601002.19,Car,651,0,1,0
55,Female,Married,Master,Self-employed,195262.21,20590.26,Home,449,3,4,0
48,Female,Widowed,Master,Employed,60800.87,210046.86,Education,766,0,2,0
62,Female,Single,Bachelor,Self-employed,3072559.07,10016617.03,Personal,458,0,4,0
36,Female,Divorced,High School,Employed,98947.52,54548.18,Business,658,8,0,0
19,Female,Divorced,PhD,Retired,818918.28,1641733.88,Home,432,3,6,0
43,Male,Widowed,Master,Employed,67700.76,302450.37,Personal,555,4,0,0
34,Female,Divorced,Bachelor,Self-employed,475380.71,2049759.07,Education,595,2,1,0
56,Male,Divorced,Bachelor,Employed,2784125.75,7098961.23,Car,671,8,0,1
69,Female,Widowed,Bachelor,Employed,482035.46,1929535.75,Personal,427,7,9,0
40,Male,Single,High School,Employed,741476.62,2041088.4,Personal,347,6,2,0
29,Female,Widowed,Bachelor,Retired,443913.75,189462.4,Personal,326,5,1,1
63,Male,Married,Master,Employed,787336.2,2597779.04,Home,354,3,5,0
64,Male,Divorced,PhD,Employed,268296.46,869476.68,Business,556,9,1,0
41,Female,Widowed,Bachelor,Self-employed,3525213.59,17197338.13,Business,758,3,1,1
66,Female,Single,Bachelor,Employed,1125071.33,1806269.29,Car,503,6,0,1
42,Male,Widowed,Bachelor,Self-employed,66533.98,117272.52,Education,578,0,0,0
63,Female,Divorced,Bachelor,Unemployed,256110.34,528470.99,Business,300,9,4,0
55,Female,Married,Master,Self-employed,407132.97,868539.27,Education,701,0,0,1
27,Male,Divorced,High School,Self-employed,167460.03,447748.99,Car,331,4,1,0
43,Male,Widowed,Bachelor,Employed,134525.02,41114.07,Business,500,7,0,1
36,Female,Single,High School,Employed,194942.2,525730.77,Car,673,8,0,1
64,Female,Married,High School,Employed,2746917.84,5275669.71,Education,637,9,0,1
58,Female,Single,Bachelor,Unemployed,2269067.14,1118457.47,Home,482,1,9,0
18,Female,Divorced,Master,Unemployed,221395.82,1093689.29,Personal,429,7,7,0
39,Male,Single,High School,Self-employed,434517.56,943343.96,Personal,847,9,0,1
32,Male,Divorced,High School,Self-employed,831237.25,181326.05,Other,364,6,1,0
61,Male,Married,Bachelor,Employed,1596714.99,7244519.95,Other,759,3,0,1
41,Male,Married,Master,Employed,643197.06,2667382.17,Education,617,6,0,0
48,Male,Married,Bachelor,Employed,604223.56,1851908.13,Home,391,5,4,0
49,Female,Married,Master,Unemployed,2362895.1,6523222.87,Home,425,2,2,1
27,Female,Married,High School,Employed,126928.14,253204.44,Other,328,2,2,0
37,Male,Widowed,High School,Employed,444467.28,60419.7,Car,314,2,8,0
31,Female,Married,Bachelor,Unemployed,4154818.39,1406841.27,Business,303,8,5,1
18,Male,Single,Bachelor,Employed,228956.49,683927.74,Business,549,1,0,1
34,Male,Widowed,Master,Employed,1958568.58,7458453.68,Car,674,6,3,0
35,Female,Single,High School,Student,1105986.0,1031194.49,Home,330,8,7,0
49,Male,Single,Bachelor,Unemployed,55844.46,97354.81,Other,347,2,9,0
65,Female,Single,High School,Student,84815.89,212294.31,Other,393,1,1,0
19,Male,Widowed,Master,Unemployed,748796.91,487156.75,Personal,402,8,6,0
62,Female,Divorced,High School,Employed,140696.99,289375.67,Business,495,5,2,0
35,Male,Married,Bachelor,Student,2088846.08,2999558.26,Business,702,3,1,1
52,Female,Divorced,Master,Self-employed,415201.77,1416348.88,Education,640,5,0,0
65,Male,Divorced,Master,Employed,1725083.39,8575389.72,Business,300,9,7,0
23,Female,Widowed,Master,Employed,256950.03,868278.68,Home,566,1,0,0
50,Male,Widowed,Other,Employed,1025124.54,1101177.4,Personal,473,7,2,0
24,Male,Divorced,Other,Employed,1817168.92,5202691.49,Car,413,4,9,0
57,Female,Widowed,Bachelor,Employed,830205.96,2068931.88,Car,373,4,0,0
67,Male,Widowed,Bachelor,Employed,338842.7,1541488.25,Personal,433,1,7,0
20,Female,Single,Bachelor,Employed,111631.96,269153.86,Other,320,7,2,0
62,Female,Widowed,Bachelor,Student,487542.25,339479.08,Home,623,2,1,1
68,Male,Single,Bachelor,Employed,162351.91,276706.54,Car,390,7,6,0
62,Male,Widowed,Other,Unemployed,749813.51,1641978.19,Business,588,6,1,0
69,Male,Married,Bachelor,Employed,719325.24,123424.76,Other,498,3,7,1
21,Female,Widowed,Master,Employed,170202.29,294556.55,Home,576,1,2,0
62,Male,Married,Bachelor,Retired,1378113.31,2077345.85,Business,783,8,0,1
26,Male,Single,High School,Employed,1655697.89,2701652.44,Car,525,7,1,0
46,Female,Divorced,Bachelor,Retired,202181.35,794828.56,Education,661,0,0,0
45,Female,Divorced,High School,Self-employed,129600.24,333310.31,Personal,471,5,3,0
22,Male,Divorced,Master,Employed,145686.53,303915.83,Education,448,7,8,0
52,Female,Divorced,Bachelor,Self-employed,2461605.34,2451231.16,Home,825,2,2,1
68,Male,Single,High School,Unemployed,157054.23,259613.61,Business,664,6,2,0
46,Female,Divorced,Master,Student,226615.78,82371.28,Car,668,2,0,1
45,Male,Single,Other,Employed,2012621.3,8696432.85,Business,345,7,6,0
37,Male,Single,High School,Student,189605.88,746621.63,Car,711,7,1,0
20,Female,Divorced,Bachelor,Employed,108814.54,39479.06,Business,694,5,0,1
59,Male,Single,Other,Student,626309.89,643257.45,Home,696,0,0,1
22,Female,Widowed,Bachelor,Self-employed,4586202.21,21413875.75,Other,813,0,0,1
31,Female,Divorced,Bachelor,Employed,224484.16,100454.01,Other,462,2,8,0
51,Male,Married,Bachelor,Student,1778199.97,3603160.92,Home,376,0,0,0
35,Male,Single,High School,Unemployed,380451.91,1678394.68,Home,528,5,0,0
44,Female,Divorced,High School,Employed,158094.14,72641.72,Home,664,3,0,1
33,Female,Married,Master,Employed,2543635.88,8649324.08,Other,375,6,1,0
21,Male,Divorced,High School,Employed,530541.66,887165.0,Education,597,3,0,1
26,Male,Single,Other,Retired,343843.08,404432.07,Home,300,6,5,0
63,Male,Widowed,PhD,Employed,2827189.77,10295620.2,Car,397,1,0,0
53,Male,Widowed,Master,Employed,3424930.56,2155452.28,Other,397,0,7,0
35,Male,Single,PhD,Employed,401212.97,1493133.31,Business,617,5,0,0
20,Male,Single,High School,Employed,2065882.6,3453226.42,Car,609,9,0,1
63,Female,Single,Master,Student,313512.59,1356982.75,Education,446,8,9,0
37,Female,Married,Bachelor,Employed,2259526.26,232572.81,Personal,469,7,6,1
36,Male,Married,Master,Employed,359153.7,144014.58,Personal,423,5,3,0
59,Female,Married,Bachelor,Employed,81765.75,390159.5,Home,333,0,5,0
31,Male,Single,Bachelor,Employed,1114307.55,4721480.26,Education,773,8,0,1
54,Male,Divorced,High School,Employed,110337.47,268669.5,Education,705,5,0,0
33,Male,Widowed,Bachelor,Employed,85130.81,357418.51,Business,576,6,1,0
62,Male,Married,High School,Employed,305922.45,846891.56,Other,357,0,4,0
29,Male,Divorced,Bachelor,Employed,1958173.31,7291061.03,Personal,655,4,0,1
50,Male,Married,Other,Self-employed,60061.04,86640.56,Car,795,3,0,0
44,Male,Widowed,Master,Unemployed,3931238.57,3113051.16,Business,669,6,1,1
20,Female,Divorced,Bachelor,Employed,121060.42,98725.13,Home,755,1,2,0
69,Male,Divorced,Bachelor,Unemployed,933814.58,1722134.39,Car,331,3,4,0
27,Female,Widowed,Bachelor,Employed,4309785.48,14321634.28,Business,580,0,0,1
67,Female,Widowed,Bachelor,Employed,440555.77,860537.63,Home,584,8,1,0
27,Female,Married,High School,Employed,1411055.75,2632932.38,Car,347,7,7,0
63,Male,Divorced,Master,Employed,197207.98,106457.12,Car,800,8,0,1
34,Male,Divorced,Other,Employed,105283.21,508789.35,Education,383,6,7,0
27,Male,Divorced,Bachelor,Unemployed,586257.54,620110.52,Other,311,8,0,1
64,Female,Single,High School,Self-employed,2889085.04,991155.37,Car,441,4,6,1
36,Male,Married,Bachelor,Employed,74677.3,185810.84,Business,680,0,0,1
59,Female,Divorced,Bachelor,Employed,639863.11,1002177.16,Home,536,2,0,1
43,Female,Divorced,Master,Unemployed,266367.18,1062880.19,Personal,737,7,1,0
33,Male,Married,Bachelor,Employed,297785.08,881076.2,Business,525,6,1,0
43,Female,Married,High School,Employed,779539.12,1929342.66,Education,314,2,3,0
19,Male,Single,Bachelor,Student,357421.02,867815.27,Personal,793,7,1,1
38,Female,Divorced,High School,Employed,129101.14,13506.91,Business,300,6,0,0
37,Female,Married,High School,Employed,2587610.08,12160995.52,Business,540,2,0,0
63,Male,Divorced,High School,Self-employed,68525.38,308175.53,Car,365,5,4,0
65,Male,Widowed,High School,Employed,735882.68,819971.0,Other,768,6,1,1
20,Female,Married,Master,Student,107144.42,381687.02,Other,564,0,0,0
55,Female,Married,Master,Self-employed,2599200.8,8753964.03,Business,449,1,8,0
27,Female,Widowed,High School,Employed,1416249.3,983421.83,Other,466,6,3,0
38,Female,Divorced,Other,Employed,857745.52,4161877.71,Other,640,7,0,0
28,Female,Single,High School,Employed,882529.31,2693566.76,Education,569,4,1,0
59,Male,Married,Bachelor,Employed,372788.11,1239783.84,Other,540,4,0,0
47,Female,Widowed,Bachelor,Employed,3670332.29,16960463.05,Business,576,5,2,0
55,Male,Married,Master,Employed,466665.81,241954.48,Education,834,4,0,1
56,Female,Single,Master,Self-employed,463410.83,1020816.43,Education,341,9,9,0
